id,__str__,link_detail_backend,metadata,numero,ano,numero_protocolo,data_apresentacao,tipo_apresentacao,data_publicacao,numero_origem_externa,ano_origem_externa,data_origem_externa,apelido,dias_prazo,data_fim_prazo,em_tramitacao,polemica,objeto,complementar,ementa,indexacao,observacao,resultado,texto_original,data_ultima_atualizacao,ip,ultima_edicao,tipo,regime_tramitacao,tipo_origem_externa,local_origem_externa,user,anexadas,autores
2300,Projeto de Lei Complementar nº 1 de 2026,/materia/2300,{},1,2026,,2026-01-22,E,,,,,,,,True,False,,False,"Institui no âmbito da Procuradoria Geral do Município, o Programa ""Advocacia Social"", destinado a prestação de orientação e assistência jurídica gratuita à população de baixa renda, e altera a Lei n. 1.784/2025, de 28 de janeiro de 2025, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2300/plc_001-2026.pdf,2026-02-19T16:10:17.669996-03:00,38.211.206.144,2026-02-19T16:10:17.326414-03:00,2,1,,,2,[],[27]
2293,Projeto de Lei Ordinário nº 1 de 2026,/materia/2293,{},1,2026,,2026-01-05,E,,,,,,,,False,False,,False,"Altera a Lei n. 1.782/2025, de 28 de janeiro de 2025, visando reajustar o vencimento básico dos servidores e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2293/pl_001-2026.pdf,2026-01-20T10:53:56.655382-03:00,168.196.107.176,2026-01-20T10:53:31.817734-03:00,1,2,,,2,[],[27]
2294,Projeto de Lei Ordinário nº 2 de 2026,/materia/2294,{},2,2026,,2026-01-14,E,,,,,,,,False,False,,False,"Altera a redação do art. 13 da Lei n. 1.068/2013, alterada pela Lei Municipal n. 1.454, de 11 de maio de 2022, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2294/pl_002-2026.pdf,2026-02-02T15:55:05.274756-03:00,168.196.107.176,2026-02-02T15:55:05.104136-03:00,1,1,,,2,[],[27]
2295,Projeto de Lei Ordinário nº 3 de 2026,/materia/2295,{},3,2026,,2026-01-22,E,,,,,,,,False,False,,False,"Estabelece a desvinculação de receitas do Município de Aquiraz, em conformidade com o art. 76-B do Ato das Disposições Constitucionais Transitórias da Constituição Federal, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2295/pl_003-2026.pdf,2026-02-02T15:55:29.821685-03:00,168.196.107.176,2026-02-02T15:55:29.641275-03:00,1,1,,,2,[],[27]
2302,Projeto de Lei Ordinário nº 4 de 2026,/materia/2302,{},4,2026,,2026-02-02,E,,,,,,,,False,False,,False,"Denomina rua na localidade de Porto das Dunas, Rua Peixe-Pedra-Morango, neste município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2302/pl_0004-2026.pdf,2026-02-24T17:47:08.634231-03:00,38.211.206.144,2026-02-24T17:47:08.464600-03:00,1,1,,,2,[],[2]
2303,Projeto de Lei Ordinário nº 5 de 2026,/materia/2303,{},5,2026,,2026-01-20,E,,,,,,,,False,False,,False,"Reconhece as quadrilhas juninas como manifestação cultural e patrimônio imaterial de Aquiraz, neste município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2303/pl_0005-2026.pdf,2026-02-24T17:47:16.952924-03:00,38.211.206.144,2026-02-24T17:47:16.785885-03:00,1,1,,,2,[],[2]
2304,Projeto de Lei Ordinário nº 6 de 2026,/materia/2304,{},6,2026,,2026-02-02,E,,,,,,,,False,False,,False,Dispõe sobre a permissão do uso do espaço de prédios públicos da rede municipal de ensino para eventos/atividades de quadrilhas juninas e de grupos culturais ou desportistas.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2304/pl_0006-2026.pdf,2026-02-24T17:47:24.204557-03:00,38.211.206.144,2026-02-24T17:47:23.999277-03:00,1,1,,,2,[],[2]
2296,Projeto de Lei Ordinário nº 8 de 2026,/materia/2296,{},8,2026,,2026-01-27,E,,,,,,,,False,False,,False,"Dispõe sobre a criação da Coordenação de Inclusão e Diversidade e da Coordenação de Projetos, no âmbito da Secretaria Municipal de Educação, promove alterações na Lei n° 1.784, de 28 de janeiro de 2025, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2296/pl_0008-2026.pdf,2026-02-09T15:10:45.825849-03:00,168.196.107.176,2026-02-09T15:10:45.319439-03:00,1,1,,,2,[],[27]
2297,Projeto de Lei Ordinário nº 9 de 2026,/materia/2297,{},9,2026,,2026-01-27,E,,,,,,,,False,False,,False,"Dispõe sobre a criação da Direção da Casa da Melhor Idade, na localidade de Tapera, altera a estrutura administrativa no âmbito da Secretaria Municipal de Trabalho e Assistência Social, cria e extingue cargos em comissão, promove alterações na Lei n° 1.784, de 28 de janeiro de 2025, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2297/pl_0009-2026.pdf,2026-02-09T15:10:53.203566-03:00,168.196.107.176,2026-02-09T15:10:52.779169-03:00,1,1,,,2,[],[27]
2298,Projeto de Lei Ordinário nº 10 de 2026,/materia/2298,{},10,2026,,2026-01-27,E,,,,,,,,False,False,,False,"Dispõe sobre a reorganização administrativa do Poder Executivo Municipal, mediante a criação de cargo na Secretaria Municipal de Administração e Planejamento, e na Secretaria do Gabinete do Prefeito, a realocação de cargo para a Secretaria do Gabinete do Prefeito e a transferência da Guarda Patrimonial da Secretaria Municipal de Segurança Pública e Defesa Civil para a Secretaria do Gabinete do Prefeito, em observância aos princípios constitucionais da Administração Pública, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2298/pl_0010-2026.pdf,2026-02-09T15:11:01.681556-03:00,168.196.107.176,2026-02-09T15:11:01.267674-03:00,1,1,,,2,[],[27]
2299,Projeto de Lei Ordinário nº 11 de 2026,/materia/2299,{},11,2026,,2026-01-27,E,,,,,,,,False,False,,False,"Altera o anexo único de que trata o art. 2 da Lei n. 1.310/2019, de 11 de junho de 2019, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2299/pl_0011-2026.pdf,2026-02-09T15:11:08.630277-03:00,168.196.107.176,2026-02-09T15:11:08.385787-03:00,1,1,,,2,[],[27]
2405,Projeto de Lei Ordinário nº 12 de 2026,/materia/2405,{},12,2026,,2026-02-19,E,,,,,,,,False,False,,False,"Denomina de Rua Paulo Correia da Cunha, rua conhecida como ""Rua Estrada do Catu"", na localidade de Tapera, nesse município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2405/pl_012-2026.pdf,2026-03-02T15:57:29.616080-03:00,168.196.107.176,2026-03-02T15:57:29.349229-03:00,1,1,,,2,[],[43]
2406,Projeto de Lei Ordinário nº 13 de 2026,/materia/2406,{},13,2026,,2026-02-19,E,,,,,,,,False,False,,False,"Denomina de Rua Lucilene Faustino de Lima, rua conhecida como ""Portal da Praia"", Área Verde da Barrinha, na localidade de Tapera, nesse município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2406/pl_013-2026.pdf,2026-03-02T15:57:37.779048-03:00,168.196.107.176,2026-03-02T15:57:37.518629-03:00,1,1,,,2,[],[43]
2407,Projeto de Lei Ordinário nº 14 de 2026,/materia/2407,{},14,2026,,2026-02-19,E,,,,,,,,False,False,,False,"Denomina de Rua Orôncio Correia Lima, rua conhecida como ""Rua Sertão"", Fagundes, na localidade de Tapera, nesse município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2407/pl_014-2026.pdf,2026-03-02T15:57:44.209851-03:00,168.196.107.176,2026-03-02T15:57:43.931077-03:00,1,1,,,2,[],[43]
2408,Projeto de Lei Ordinário nº 15 de 2026,/materia/2408,{},15,2026,,2026-02-19,E,,,,,,,,False,False,,False,"Denomina de Rua Joaquim Pires Gadelha, Fagundes, na localidade de Tapera, nesse município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2408/pl_015-2026.pdf,2026-03-02T15:57:53.578665-03:00,168.196.107.176,2026-03-02T15:57:53.306976-03:00,1,1,,,2,[],[43]
2305,Projeto de Lei Ordinário nº 16 de 2026,/materia/2305,{},16,2026,,2026-02-04,E,,,,,,,,False,False,,False,"Dispõe sobre a atualização da tabela vencimental dos profissionais do magistério público da educação básica do Município de Aquiraz, constante da Lei n. 805/2010, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2305/pl_016-2026.pdf,2026-02-19T19:12:13.194977-03:00,168.196.107.126,2026-02-19T19:12:12.034926-03:00,1,1,,,2,[],[27]
2301,Projeto de Lei Ordinário nº 17 de 2026,/materia/2301,{},17,2026,,2026-02-04,E,,,,,,,,False,False,,False,"Dispõe sobre a reestruturação administrativa da Câmara Municipal de Aquiraz, e dá outras providências.",,,,,2026-02-09T14:28:46.371637-03:00,168.196.107.176,2026-02-09T13:44:16.212590-03:00,1,2,,,2,[],[27]
2410,Projeto de Lei Ordinário nº 18 de 2026,/materia/2410,{},18,2026,,2026-02-19,E,,,,,,,,True,False,,False,"Denomina de Rua João do Carmo Tenório Filho artéria pública localizada na localidade de Croatá, no Distrito de Justiniano de Serpa, Município de Aquiraz, e dá outras providências.",,,,,2026-02-23T14:24:03.493965-03:00,38.211.206.144,2026-02-23T11:27:46.774644-03:00,1,2,,,2,[],[6]
2411,Projeto de Lei Ordinário nº 19 de 2026,/materia/2411,{},19,2026,,2026-02-19,E,,,,,,,,False,False,,False,"Denomina de Rua Joana Rodrigues de Sousa,
rua sem denominação oficial, localizada na
Comunidade do Beira Sol, Distrito de Serpa, neste Município.",,,,,2026-02-23T14:22:35.483006-03:00,38.211.206.144,2026-02-23T11:29:10.544079-03:00,1,2,,,2,[],[6]
2413,Projeto de Lei Ordinário nº 20 de 2026,/materia/2413,{},20,2026,,2026-02-12,E,,,,,,,,False,False,,False,"Dispõe sobre a denominação Casa da Mulher Aquirazense, localizada no Centro do município de Aquiraz, como ""Casa da Mulher Aquirazense Kaianne Bezerra Lima"", e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2413/pl_020-20261.pdf,2026-03-09T14:53:18.147977-03:00,168.196.107.176,2026-03-09T14:51:36.363862-03:00,1,1,,,2,[],[27]
2511,Projeto de Lei Ordinário nº 21 de 2026,/materia/2511,{},21,2026,,2026-03-09,E,,,,,,,,False,False,,False,"Denomina a Casa da Melhor Idade da Tapera como “Maria das Dores Rodrigues Mota - Dona Dorinha” localizada no Distrito de Tapera, neste Município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2511/pl_021-2026.pdf,2026-03-09T14:53:04.616477-03:00,168.196.107.176,2026-03-09T14:51:41.572298-03:00,1,1,,,2,[],[11]
2512,Projeto de Lei Ordinário nº 22 de 2026,/materia/2512,{},22,2026,,2026-03-12,E,,,,,,,,True,False,,False,"Altera a Lei n° 1.231, de 30 de junho de 2017, e institui o Programa Municipal de Proteção e Conservação das Tartarugas Marinhas no litoral do Município de Aquiraz, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2512/pl_022-2026.pdf,2026-03-23T13:30:41.490750-03:00,168.196.107.176,2026-03-16T15:14:01.898926-03:00,1,1,,,2,[],[27]
2513,Projeto de Lei Ordinário nº 23 de 2026,/materia/2513,{},23,2026,,2026-03-12,,,,,,,,,False,False,,False,"Denomina e Oficializa as ruas, ""Rua Heliane Teles"" e ""Rua Sagrada Família"" localizada no Distrito de Tapera, neste Município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2513/pl_023-2026.pdf,2026-03-23T15:13:49.858892-03:00,168.196.107.176,2026-03-16T15:14:30.955057-03:00,1,1,,,2,[],[7]
2564,Projeto de Lei Ordinário nº 24 de 2026,/materia/2564,{},24,2026,,2026-03-05,E,,,,,,,,False,False,,False,"Denomina e Oficializa a rua, “Rua Antônio Lourenço da Silva”, localizada na comunidade de Caponga da Bernarda, neste Município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2564/pl_024-2026.pdf,2026-03-23T15:13:50.131633-03:00,168.196.107.176,2026-03-16T15:14:53.361521-03:00,1,2,,,2,[],[48]
2566,Projeto de Lei Ordinário nº 25 de 2026,/materia/2566,{},25,2026,,2026-03-20,E,,,,,,,,False,False,,False,"Denomina de Rua Francisco Francinaldo Pereira, na localidade de Novo Iguape, nesse município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2566/pl_025-20261.pdf,2026-03-30T14:57:06.789610-03:00,168.196.107.176,2026-03-30T14:57:06.560297-03:00,1,1,,,2,[],[43]
2567,Projeto de Lei Ordinário nº 26 de 2026,/materia/2567,{},26,2026,,2026-03-20,E,,,,,,,,False,False,,False,"Inclui no Calendário Oficial de Eventos e Datas Comemorativas, Corrida do Meio Ambiente Aquiraz Primeira Capital, consolidada pela Lei n. 1.135/2015.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2567/pl_026-20261.pdf,2026-03-30T14:57:33.123817-03:00,168.196.107.176,2026-03-30T14:57:32.919607-03:00,1,1,,,2,[],[54]
2627,Projeto de Lei Ordinário nº 27 de 2026,/materia/2627,{},27,2026,,2026-03-20,E,,,,,,,,False,False,,False,"Altera a redação do § 1°, art. 31, da Lei Municipal n. 1.397/2021, de 28 de junho de 2021, que dispõe sobre os cemitérios no Município de Aquiraz, cremação de cadáveres e incineração de restos mortais e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2627/pl_027-20261.pdf,2026-03-30T14:57:57.210583-03:00,168.196.107.176,2026-03-30T14:57:56.969452-03:00,1,1,,,2,[],[27]
2628,Projeto de Lei Ordinário nº 28 de 2026,/materia/2628,{},28,2026,,2026-03-20,E,,,,,,,,True,False,,False,"Autoriza o Poder Público Municipal a desafetar bens móveis para fins de alienação, em consonância com a Lei Complementar n. 101, de 04 de maio de 2000 (Lei de Responsabilidade Fiscal), os Arts. 123 e 125 da Lei Orgânica do Município, combinado com o inciso IV do art. 28 da Lei Federal n. 14.133/2021, de 1º de abril de 2021, art. 100 e 101 da Lei n. 10.406, de 10 de janeiro de 2002, pelo Município e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2628/pl_028-2026.pdf,2026-04-12T12:50:20.300262-03:00,168.196.107.176,2026-03-23T15:34:12.805436-03:00,1,1,,,2,[],[27]
2629,Projeto de Lei Ordinário nº 29 de 2026,/materia/2629,{},29,2026,,2026-04-03,E,,,,,,,,False,False,,False,"Denomina o nome da rua conhecida como Adelia Sales Lima, no distrito de Camará, neste Município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2629/pl_029-20261.pdf,2026-04-13T14:40:56.967075-03:00,168.196.107.176,2026-04-13T14:40:56.785685-03:00,1,1,,,2,[],[13]
2630,Projeto de Lei Ordinário nº 30 de 2026,/materia/2630,{},30,2026,,2026-04-03,E,,,,,,,,False,False,,False,"Denomina de rua, ""Miguel Wagner Pereira Lima"", localizada na comunidade de Novo Iguape, Distrito de Jacaúna, neste Município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2630/pl_030-20261.pdf,2026-04-13T14:41:38.006117-03:00,168.196.107.176,2026-04-13T14:41:37.810258-03:00,1,1,,,2,[],[5]
2631,Projeto de Lei Ordinário nº 31 de 2026,/materia/2631,{},31,2026,,2026-04-03,E,,,,,,,,False,False,,False,Dispõe sobre a isenção de pagamento da taxa de inscrição para pessoas com deficiência em eventos esportivos no Município de Aquiraz.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2631/pl_031-20261.pdf,2026-04-13T14:42:05.808387-03:00,168.196.107.176,2026-04-13T14:42:05.608825-03:00,1,1,,,2,[],[17]
2633,Projeto de Lei Ordinário nº 32 de 2026,/materia/2633,{},32,2026,,2026-04-03,E,,,,,,,,False,False,,False,Institui a Semana Municipal da Capoeira no Calendário Oficial de Eventos do Município de Aquiraz e dá outras providências.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2633/pl_032-20261.pdf,2026-04-13T14:42:23.536348-03:00,168.196.107.176,2026-04-13T14:42:23.368012-03:00,1,1,,,2,[],[17]
2652,Projeto de Lei Ordinário nº 33 de 2026,/materia/2652,{},33,2026,,2026-04-10,E,,,,,,,,True,False,,False,"Institui o Programa Bolsa Atleta e Bolsa Técnico - Bolsa Salomão, no âmbito do Município de Aquiraz, e dá outras providências.",,,,,2026-04-16T17:56:09.600281-03:00,38.211.205.211,2026-04-12T11:30:53.253631-03:00,1,1,,,6,[],[27]
2653,Projeto de Lei Ordinário nº 34 de 2026,/materia/2653,{},34,2026,,2026-04-13,E,,,,,,,,True,False,,False,"Denomina e Oficializa a rua, “Rua Camurupim”, localizada na comunidade de Chácara da Prainha, neste Município",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2653/pl_034-2026.pdf,2026-04-16T17:56:09.746900-03:00,168.196.107.176,2026-04-13T14:49:22.831403-03:00,1,1,,,2,[],[5]
2412,Projeto de Resolução nº 1 de 2026,/materia/2412,{},1,2026,,2026-02-23,E,,,,,,,,False,False,,False,"Dispõe sobre a concessão de diárias a
Vereadores, Ocupantes de Cargos
Comissionados e Servidores Efetivos em
viagem de interesse do Poder Legislativo e dá
outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2412/pr_001-2026.pdf,2026-02-24T17:45:24.425025-03:00,38.211.206.144,2026-02-24T17:45:24.179389-03:00,5,2,,,2,[],[30]
2632,Indicação nº 1 de 2026,/materia/2632,{},1,2026,,2026-04-03,E,,,,,,,,False,False,,False,"Dispõe sobre a implantação de chuveiros coletivos nas praias do Iguape, Prainha e Batoque, e dá outras providências.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2632/ind_001-2026.pdf,2026-04-06T14:39:38.248419-03:00,168.196.107.176,2026-04-06T14:39:38.088298-03:00,6,1,,,2,[],[45]
2634,Indicação nº 2 de 2026,/materia/2634,{},2,2026,,2026-04-06,E,,,,,,,,False,False,,False,"Sugere ao Chefe do Poder Executivo Municipal o envio de Mensagem àCâmara Municipal dispondo sobre o Registro da Capoeira como Patrimônio Cultural Imaterial do Município de Aquiraz e de outras providências.""",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2634/ind_002-2026.pdf,2026-04-06T14:39:55.297598-03:00,168.196.107.176,2026-04-06T14:39:55.128184-03:00,6,1,,,2,[],[17]
2306,Requerimento nº 1 de 2026,/materia/2306,{},1,2026,,2026-01-01,E,,,,,,,,False,False,,False,Requer a construção de uma capela no Cemitério Público do Iguape neste município.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2306/req_001-2026.pdf,2026-02-23T13:48:17.162583-03:00,168.196.107.176,2026-02-19T15:51:56.482964-03:00,7,1,,,2,[],[15]
2307,Requerimento nº 2 de 2026,/materia/2307,{},2,2026,,2026-01-01,E,,,,,,,,False,False,,False,Requer a implantação de uma sala de fisioterapia no PSF do Iguape neste município.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2307/req_002-2026.pdf,2026-02-23T13:48:17.379316-03:00,168.196.107.176,2026-02-19T15:52:02.658645-03:00,7,1,,,2,[],[15]
2352,Requerimento nº 3 de 2026,/materia/2352,{},3,2026,,2026-01-01,E,,,,,,,,False,False,,False,"Requer a implantação da camada asfáltica da Avenida da Praia no Iguape neste, município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2352/req_003-2026.pdf,2026-02-23T13:48:17.538719-03:00,168.196.107.176,2026-02-19T15:52:09.028359-03:00,7,1,,,2,[],[15]
2353,Requerimento nº 4 de 2026,/materia/2353,{},4,2026,,2026-01-01,E,,,,,,,,False,False,,False,"Requer a implantação da camada asfáltica da Rua Beira Rio no Iguape, neste município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2353/req_004-2026.pdf,2026-02-23T13:48:17.755061-03:00,168.196.107.176,2026-02-19T15:52:18.588626-03:00,7,1,,,2,[],[15]
2354,Requerimento nº 5 de 2026,/materia/2354,{},5,2026,,2026-01-01,E,,,,,,,,False,False,,False,"Requer a implantação da camada asfáltica das Lagoas I, II, III, IV e V no distrito de Iguape, neste município.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2354/req_005-2026.pdf,2026-02-23T13:48:17.911226-03:00,168.196.107.176,2026-02-19T15:52:40.226595-03:00,7,1,,,2,[],[15]
2355,Requerimento nº 6 de 2026,/materia/2355,{},6,2026,,2026-01-01,E,,,,,,,,False,False,,False,Requer a implantação da camada asfáltica da Travessa Iguape Rua do Ciro BD.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2355/req_006-2026.pdf,2026-02-23T13:48:18.049313-03:00,168.196.107.176,2026-02-19T15:52:54.811032-03:00,7,1,,,2,[],[15]
2308,Requerimento nº 7 de 2026,/materia/2308,{},7,2026,,2026-01-01,E,,,,,,,,False,False,,False,"Requer a implantação de calçamento em pedra tosca das Ruas dos Barões II, conhecidas como Rua do Nélio, no bairro Preto.",,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2308/req_007-2026.pdf,2026-02-23T13:48:18.214265-03:00,168.196.107.176,2026-02-19T15:53:05.816922-03:00,7,1,,,2,[],[15]
2309,Requerimento nº 8 de 2026,/materia/2309,{},8,2026,,2026-01-01,E,,,,,,,,False,False,,False,Requer a construção de uma mine parada de transporte alternativo na entrada do Novo Iguape neste município.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2309/req_008-2026.pdf,2026-02-23T13:48:18.365343-03:00,168.196.107.176,2026-02-19T15:53:13.254647-03:00,7,1,,,2,[],[15]
2310,Requerimento nº 9 de 2026,/materia/2310,{},9,2026,,2026-01-01,E,,,,,,,,False,False,,False,Requer a implantação da camada asfáltica da Rua Paulino de Oliveira no distrito de Barro Preto neste município.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2310/req_009-2026.pdf,2026-02-23T13:48:18.502973-03:00,168.196.107.176,2026-02-19T15:53:21.253686-03:00,7,1,,,2,[],[15]
2311,Requerimento nº 10 de 2026,/materia/2311,{},10,2026,,2026-01-01,E,,,,,,,,False,False,,False,Requer a implantação da camada asfáltica da Rua Assembléia de Deus no distrito de Barro Preto neste município.,,,,http://sapl.aquiraz.ce.leg.br/media/sapl/public/materialegislativa/2026/2311/req_0010-2026.pdf,2026-02-23T13:48:18.691925-03:00,168.196.107.176,2026-02-19T15:53:28.883768-03:00,7,1,,,2,[],[15]
